Magnitude,Depth
5.7,562.0
5.6,19.0
5.8,68.0
5.6,33.0
5.6,22.6
5.7,10.0
5.9,33.0
5.7,33.0
5.7,33.0
5.6,618.2
5.5,33.0
5.6,45.0
5.6,65.0
5.6,154.9
5.6,10.0
6.7,29.9
5.7,33.0
5.9,34.0
6.0,33.0
5.9,33.0
5.6,33.0
5.7,26.0
6.2,33.0
5.9,95.9
5.7,33.0
5.6,66.4
5.9,33.0
5.9,43.0
5.9,70.6
5.7,33.0
6.7,33.0
6.4,33.0
5.6,33.0
5.7,82.1
6.0,33.0
5.9,23.5
5.5,40.8
6.4,28.5
5.7,33.0
5.7,66.6
6.4,33.0
5.5,33.0
5.7,33.0
5.7,55.6
5.6,31.1
5.5,33.0
5.5,174.5
5.6,143.9
5.6,51.0
5.8,10.0
6.0,226.7
6.2,46.3
5.5,33.0
5.5,33.0
5.6,10.0
5.5,10.0
5.7,43.0
5.8,138.0
6.1,60.5
5.5,73.7
5.6,0.0
5.9,33.0
5.5,43.5
5.9,554.0
5.5,25.2
5.8,413.4
5.6,89.2
5.9,33.0
6.2,10.0
5.8,25.0
5.5,35.4
5.7,33.0
5.7,28.0
5.8,86.0
5.6,92.0
5.9,0.0
5.5,33.0
5.7,45.0
6.9,33.0
6.1,588.0
5.9,33.0
5.7,587.5
5.7,147.6
5.75,18.904
5.5,33.0
6.5,10.0
6.0,540.0
6.1,49.0
6.3,228.7
6.4,33.0
6.0,200.4
5.5,49.7
5.9,73.0
6.0,145.0
5.5,99.7
5.5,33.0
5.8,73.0
5.5,0.0
7.6,33.0
5.7,47.6
5.9,125.0
6.0,70.5
5.6,33.0
5.7,33.0
6.0,33.0
6.0,33.0
6.4,10.0
5.5,33.0
5.9,33.0
5.7,311.1
6.0,10.0
6.7,33.0
6.0,10.0
5.5,24.0
5.6,53.0
5.5,33.0
5.8,33.0
5.6,36.0
6.0,10.0
5.7,184.0
5.6,33.0
7.0,33.0
6.4,10.0
5.5,535.0
5.5,35.6
5.6,33.0
5.5,6.2
6.1,10.0
7.0,30.0
5.5,31.4
5.5,33.0
5.5,46.0
5.8,143.1
5.6,33.0
5.6,33.0
5.5,55.2
5.5,43.0
7.1,33.0
6.2,39.5
5.7,33.0
5.6,27.0
5.9,65.8
5.5,41.8
5.5,15.5
5.5,38.2
5.6,33.0
5.8,33.5
5.6,34.7
5.5,383.0
5.6,25.1
5.8,10.0
5.5,58.7
5.8,100.0
6.0,40.0
5.9,33.0
5.7,33.0
5.7,74.2
5.8,33.0
7.7,25.0
5.6,33.0
5.7,33.0
5.6,33.0
5.5,33.0
5.5,57.6
5.8,93.0
6.6,45.0
5.6,44.0
6.6,33.0
6.0,644.5
5.8,5.0
6.2,31.0
5.8,33.0
5.7,45.5
5.6,13.4
6.2,33.0
6.0,0.0
5.6,10.0
5.8,10.0
5.9,170.0
5.9,102.2
5.8,33.0
6.6,30.0
5.6,33.0
5.6,30.0
5.6,33.0
5.5,14.0
5.6,172.6
5.6,33.0
6.0,33.0
5.7,33.0
5.5,33.0
5.9,45.0
6.1,25.3
5.5,31.0
5.7,33.0
6.0,323.0
5.9,3.1260000000000003
6.0,4.623
5.9,10.0
5.9,0.0
5.7,33.0
5.9,33.0
6.3,33.0
5.7,23.9
5.8,619.9
5.8,41.0
6.0,10.0
6.4,50.2
5.6,94.3
6.0,47.0
7.2,33.0
5.5,10.0
5.7,122.0
6.1,179.0
5.9,26.0
6.0,10.0
5.8,624.6
6.0,0.0
5.7,33.0
5.6,636.0
5.5,33.0
5.7,33.0
7.3,33.0
6.2,10.0
5.5,10.0
5.7,33.0
5.6,129.4
6.2,10.0
6.3,33.0
5.8,33.0
5.5,33.0
6.9,33.0
6.8,65.2
6.0,10.0
5.8,633.0
5.5,14.0
5.6,33.0
5.5,33.0
5.6,33.0
6.0,10.0
5.5,93.0
6.2,33.0
5.9,33.0
5.8,7.0
6.0,33.0
5.5,33.0
6.5,24.0
5.9,39.0
6.7,29.8
6.2,33.0
5.6,24.0
5.8,33.0
5.9,614.0
5.5,48.0
5.5,53.0
5.8,543.0
5.6,0.0
5.7,34.6
5.7,132.8
5.9,59.4
5.6,580.3
5.7,10.0
5.6,10.0
6.1,33.0
5.5,10.0
5.7,69.5
6.3,10.0
5.5,20.0
5.9,50.0
5.5,48.0
5.7,82.6
5.8,104.0
7.2,10.0
5.5,19.7
5.6,73.3
6.8,28.0
5.5,159.4
5.5,33.0
7.1,33.0
6.2,0.0
5.9,33.0
6.5,13.3
5.6,33.0
5.5,61.0
5.5,587.2
6.7,22.2
6.5,10.0
6.1,590.2
5.8,518.9
6.0,195.0
5.5,70.6
5.8,156.0
5.8,33.0
5.7,79.8
5.7,10.1
7.1,45.7
5.9,33.0
5.8,10.0
6.0,6.4
6.0,33.0
5.5,180.0
5.6,23.0
5.9,33.0
5.6,606.0
6.0,33.0
5.6,44.2
6.8,10.0
5.5,10.0
5.5,218.0
6.3,18.9
6.2,27.0
5.5,24.0
5.7,10.0
5.6,13.7
5.5,198.8
5.9,17.0
6.5,33.0
6.0,33.0
5.8,10.0
6.4,37.2
6.1,60.0
5.7,168.0
5.6,627.3
6.1,33.0
5.8,10.0
6.0,63.3
5.5,500.0
5.5,29.0
5.6,10.0
5.5,39.8
5.9,196.2
5.6,33.0
5.6,51.0
5.7,10.0
5.7,33.0
5.5,14.0
6.8,36.0
6.5,18.0
5.5,27.0
5.5,147.2
5.6,38.2
5.5,78.7
5.9,127.0
5.6,37.0
5.6,17.0
5.5,572.5
6.0,45.0
5.7,46.0
5.6,67.6
5.5,122.0
5.9,37.0
5.6,33.0
6.0,102.0
6.4,33.0
5.7,10.0
5.6,36.0
5.5,48.0
6.7,44.0
5.8,18.0
5.9,203.0
5.6,33.0
6.0,10.0
5.6,181.0
5.7,26.6
5.5,73.0
5.6,42.0
6.0,79.0
6.1,95.0
5.7,21.2
6.3,33.0
5.9,33.0
6.0,187.2
5.5,33.0
5.5,33.0
6.5,64.8
5.5,24.0
5.5,41.0
5.5,131.2
5.6,10.0
5.6,10.0
5.9,10.0
5.6,162.0
6.1,35.0
5.5,38.0
5.5,72.5
6.0,33.0
6.2,10.3
5.5,81.5
5.7,22.0
5.5,25.0
5.9,10.0
5.5,351.0
5.8,2.1
5.7,83.5
5.6,43.9
6.1,0.0
5.7,119.0
5.5,30.8
5.7,105.8
6.5,25.4
5.5,107.0
5.6,33.0
5.5,62.5
5.9,91.9
6.7,10.0
5.5,10.0
5.7,33.0
5.6,532.0
5.7,10.0
5.5,25.0
5.9,38.0
5.6,33.0
5.5,33.0
5.9,32.0
5.9,29.0
5.8,75.1
5.7,66.4
6.4,33.0
6.4,33.0
5.9,51.4
6.1,33.0
6.4,33.0
5.8,58.9
5.7,328.0
5.6,33.0
5.7,10.0
5.5,33.0
6.9,40.5
7.0,33.8
5.6,10.0
5.9,84.4
5.6,10.0
6.3,123.0
5.5,119.0
5.9,56.0
5.6,10.0
5.5,10.0
5.6,24.0
6.2,81.6
5.6,33.0
5.6,48.4
6.3,450.0
5.6,344.3
5.6,10.0
5.8,35.4
6.1,10.0
6.9,33.0
6.0,47.7
6.1,0.0
7.1,536.0
5.5,53.5
5.6,87.9
5.7,116.0
5.6,119.9
5.5,615.3
7.0,10.0
5.5,10.0
5.5,30.0
5.6,33.0
6.2,36.9
5.5,32.0
5.6,145.8
7.1,36.6
6.2,31.0
5.5,45.0
5.6,0.0
5.7,26.0
5.7,33.0
6.4,37.8
5.5,68.8
5.9,46.5
5.6,113.0
7.0,30.7
5.9,45.7
5.5,49.9
5.7,33.0
6.4,33.0
5.5,33.0
5.6,33.0
5.5,33.0
5.5,33.0
5.6,20.8
6.5,45.0
5.6,10.0
5.5,33.0
5.9,106.2
5.5,106.1
5.5,47.0
6.4,31.0
5.7,33.0
5.6,38.5
6.8,10.0
5.7,34.0
5.6,36.0
6.1,70.0
5.8,597.0
5.6,33.0
6.1,33.0
5.8,33.0
5.7,33.0
5.5,182.5
6.3,33.0
6.3,33.0
5.5,46.0
6.1,33.0
5.6,143.4
6.8,175.8
5.7,33.0
5.5,33.0
5.9,33.0
5.5,33.0
6.4,36.8
6.3,128.3
5.5,31.4
5.6,37.0
6.2,546.0
5.6,50.0
6.1,33.0
5.9,33.0
5.8,10.0
5.8,33.0
5.5,10.0
5.9,22.7
6.1,20.5
5.6,82.0
5.5,46.4
5.5,42.0
5.5,119.0
5.5,44.0
5.6,112.0
5.6,62.0
6.4,40.0
5.5,12.0
5.6,33.0
5.6,149.0
5.5,37.8
5.6,65.9
6.0,17.6
5.6,54.0
5.5,41.0
5.8,10.0
6.2,515.2
5.5,10.0
5.6,0.0
5.7,10.0
5.5,47.0
5.5,53.0
5.9,40.0
5.9,33.0
5.5,10.0
5.5,71.0
5.6,153.0
5.5,40.2
5.6,166.2
5.5,62.0
5.7,39.0
5.8,33.0
6.3,33.0
5.6,33.0
5.5,57.1
5.6,92.0
5.5,49.9
6.1,27.0
5.6,21.0
5.5,78.9
5.7,10.0
6.6,195.0
5.6,161.0
6.7,14.0
5.6,10.0
5.7,25.3
6.3,35.0
5.6,62.8
5.5,33.0
5.5,29.0
5.6,10.0
5.6,622.3
5.5,322.3
5.5,33.0
5.6,33.0
6.6,256.7
6.1,0.0
5.7,97.0
5.7,50.0
5.6,10.0
5.5,10.0
5.9,10.0
5.6,33.0
5.5,33.0
5.5,33.0
5.8,33.0
6.3,5.0
5.8,33.0
5.5,33.0
6.6,36.0
6.5,86.9
5.6,33.0
5.5,51.6
5.7,36.0
5.5,33.0
5.7,33.0
7.2,33.0
5.5,33.0
5.6,33.0
5.9,39.5
5.5,33.0
5.5,33.0
5.5,61.7
5.9,72.4
6.0,33.0
6.3,32.0
5.9,32.0
5.5,33.0
5.9,33.0
6.3,33.0
5.8,33.0
5.5,33.0
5.7,33.0
5.5,10.0
5.6,48.0
5.5,33.0
5.9,33.0
5.7,0.0
5.5,20.0
6.3,22.0
6.0,34.0
5.6,33.0
5.5,19.0
6.0,118.0
5.8,24.0
6.3,172.0
5.5,59.0
5.5,45.0
5.5,54.1
5.6,33.0
5.6,33.0
5.8,48.0
6.4,33.0
6.1,14.3
6.1,33.0
5.7,33.0
5.6,121.0
5.7,558.1
5.6,10.0
5.8,33.0
5.6,42.1
5.5,434.8
5.6,30.0
5.7,33.0
6.7,234.9
7.0,14.3
5.5,47.0
6.5,56.0
5.6,18.5
5.5,34.0
5.5,41.0
6.0,40.0
6.1,29.0
5.5,10.0
5.5,10.0
6.3,56.8
5.5,607.4
5.7,33.0
5.5,65.5
5.8,33.0
6.8,78.0
5.8,18.4
6.4,10.0
7.0,238.0
5.6,188.0
5.6,354.0
5.6,64.0
5.5,10.0
5.5,42.0
5.7,63.1
5.6,31.0
5.5,144.0
5.5,33.0
5.5,33.0
5.8,33.0
5.5,151.6
5.5,50.7
5.7,33.0
6.0,52.0
5.7,33.0
5.7,43.2
6.3,51.0
6.2,16.1
5.7,105.0
6.2,39.0
6.5,47.0
5.9,33.0
5.8,32.0
5.8,568.0
6.4,60.5
5.5,36.8
5.7,37.0
5.9,235.0
6.9,146.0
6.4,56.0
5.5,25.0
5.9,78.3
6.1,42.0
5.5,10.0
5.6,57.6
5.5,23.4
5.7,33.0
5.8,33.0
5.9,82.4
6.2,33.0
5.6,48.2
5.7,61.7
6.0,33.0
6.7,16.9
5.8,35.9
5.5,29.0
5.5,33.0
5.5,10.0
6.7,41.0
5.6,52.0
5.6,42.0
5.7,33.0
7.6,88.8
5.5,100.0
5.7,65.0
5.5,41.6
6.4,80.1
5.6,84.8
6.7,68.0
5.6,151.3
5.5,63.0
6.4,35.0
6.0,29.6
6.4,19.1
5.6,10.0
5.5,132.8
5.5,22.8
5.5,22.2
5.5,39.0
7.1,37.0
5.5,33.0
5.6,116.1
6.9,78.5
5.9,69.5
5.6,33.0
5.9,38.0
6.5,51.0
6.2,123.0
5.6,33.0
5.5,33.0
5.5,34.7
6.7,10.0
5.8,33.0
6.1,40.0
5.7,49.6
5.7,10.0
7.0,104.2
5.9,33.0
5.9,226.7
5.8,38.4
5.6,118.0
5.8,65.0
5.7,57.1
6.2,26.1
7.0,64.0
5.6,0.0
5.7,10.0
5.6,67.8
5.5,33.0
5.5,10.0
5.6,33.0
5.6,29.0
6.4,12.4
5.5,33.0
5.7,116.1
5.9,10.0
5.6,21.0
5.6,33.0
5.8,23.0
6.5,30.4
6.2,24.0
5.6,33.0
5.7,596.0
6.3,12.0
6.7,9.578
5.5,8.0
5.5,593.5
5.7,25.2
5.5,10.0
5.6,33.0
5.8,10.0
6.0,23.0
5.5,10.0
6.1,39.1
6.1,10.0
5.6,28.2
6.5,112.4
6.7,71.6
6.2,125.0
5.7,33.0
5.7,10.0
5.6,10.0
5.5,123.0
6.5,33.0
5.7,97.0
5.7,22.7
5.5,110.0
5.7,27.0
5.9,0.0
7.4,23.7
5.7,33.0
5.8,28.7
5.5,29.0
5.6,17.0
5.6,28.0
5.6,18.0
5.6,36.4
5.6,63.0
5.5,236.4
6.6,179.6
6.1,33.0
5.7,10.0
6.2,598.6
5.7,35.4
5.5,10.0
6.0,30.6
6.3,28.0
6.1,20.8
5.5,46.3
5.6,10.0
5.7,46.7
6.1,0.0
5.7,119.9
5.5,33.0
5.6,10.0
5.5,33.0
5.5,9.3
5.5,21.3
5.5,544.4
6.7,9.9
5.5,23.5
6.4,36.9
5.9,157.9
5.6,10.0
6.3,18.4
6.7,44.1
6.9,33.0
5.6,45.8
5.5,277.8
5.5,33.0
5.9,18.5
5.6,42.4
5.5,23.0
5.5,529.4
5.6,32.4
5.5,51.7
5.7,92.6
5.9,220.3
6.5,33.0
5.5,33.0
5.9,10.0
5.5,33.0
6.4,33.0
6.1,10.0
5.6,33.0
5.7,33.0
5.8,38.7
6.2,33.7
5.8,10.0
5.5,33.0
6.9,10.0
5.5,10.0
5.9,25.0
6.4,37.0
6.6,37.0
6.3,43.0
5.7,49.4
5.5,149.2
5.6,48.6
5.5,52.3
5.6,86.3
5.7,43.0
5.5,126.1
5.6,41.3
5.8,66.1
5.5,71.3
6.2,180.4
6.4,48.1
5.6,30.7
5.5,62.8
5.7,10.0
5.7,10.0
5.6,33.0
6.3,157.9
5.5,56.0
5.6,33.0
5.5,33.0
5.7,33.0
5.6,23.0
5.8,10.0
5.7,87.2
6.8,2.4
6.0,160.0
5.7,24.8
5.5,33.0
5.6,14.8
5.7,99.8
5.6,124.9
5.9,81.2
5.9,10.0
5.5,181.5
7.1,62.6
6.5,28.8
5.9,0.0
5.5,156.2
5.9,40.8
5.9,45.8
5.5,10.0
5.5,150.5
5.5,20.9
5.8,46.4
5.7,11.93
5.5,11.187999999999999
6.5,126.4
6.0,20.5
5.5,74.9
5.8,33.0
6.1,38.7
5.6,62.8
5.8,10.0
5.5,10.0
5.9,105.3
5.5,111.8
5.5,37.7
6.4,45.0
5.7,33.0
5.5,9.0
6.2,208.8
5.6,46.5
5.5,33.0
5.6,94.0
6.3,158.5
6.3,115.2
6.0,510.2
5.6,33.0
6.1,66.4
6.7,33.0
5.5,33.0
5.5,37.9
5.6,101.3
6.3,28.2
5.8,32.4
5.6,42.0
5.5,10.0
6.1,10.0
5.8,0.0
5.5,158.6
5.6,33.0
5.5,10.0
5.5,33.0
5.6,67.8
6.0,12.4
5.5,33.0
7.4,14.8
5.7,31.2
6.0,0.0
5.5,33.0
5.5,19.7
6.1,557.9
5.8,58.6
6.7,16.1
5.6,37.7
5.7,10.0
5.5,31.3
5.7,20.2
5.5,29.8
5.5,10.0
5.6,10.0
6.5,7.4
6.5,40.1
6.1,65.6
5.9,33.0
6.3,30.4
6.4,10.0
5.5,116.7
7.2,24.0
6.3,33.0
6.5,33.0
5.5,33.0
5.5,67.1
5.6,48.3
6.5,33.0
6.1,0.0
5.6,499.4
6.6,27.7
5.9,33.0
6.9,10.0
5.5,10.0
5.6,131.7
6.8,11.6
5.5,26.9
5.7,78.7
6.4,83.4
5.9,92.8
5.5,50.3
5.6,386.6
5.7,19.0
6.1,31.3
6.6,59.4
6.4,39.0
5.5,56.8
5.6,36.7
5.6,576.5
5.9,23.4
5.9,25.8
5.5,42.7
6.6,11.0
6.7,12.0
5.5,79.4
6.1,29.3
5.5,0.0
6.1,59.3
5.6,38.7
6.6,54.9
5.5,33.0
5.6,606.7
7.3,178.5
6.2,18.5
6.1,26.4
5.5,114.7
6.0,10.0
5.5,37.1
5.6,26.0
5.6,136.7
5.7,39.0
6.0,525.0
6.0,56.9
5.8,84.6
7.3,10.0
5.6,10.0
7.0,67.1
6.2,33.0
6.3,10.0
5.5,10.0
5.5,627.0
5.5,68.3
5.5,629.6
6.3,10.0
5.6,97.7
6.4,23.9
5.5,54.2
5.5,85.5
6.4,136.9
5.5,39.2
5.8,120.0
6.1,20.0
6.2,100.1
6.4,23.8
5.7,37.2
5.5,10.0
5.8,35.5
5.66,8.126
5.5,24.4
6.2,10.0
5.9,8.9
6.9,601.9
5.9,608.8
6.2,33.0
5.5,33.0
6.4,26.0
6.3,11.3
5.6,33.0
5.6,33.0
5.7,43.6
5.6,52.4
5.5,0.0
5.6,144.7
5.8,88.8
5.5,49.7
5.6,52.8
5.6,114.2
7.4,214.5
5.5,55.1
5.5,33.0
7.2,368.1
6.0,272.1
6.4,10.0
6.4,10.0
5.7,44.1
5.7,14.4
5.9,20.4
5.5,12.3
7.0,33.0
5.8,78.0
5.6,10.0
5.5,10.0
5.6,10.0
5.6,47.5
5.7,102.9
5.5,10.0
6.3,10.0
5.5,296.3
5.6,614.1
5.6,39.5
5.7,41.7
5.6,18.2
5.6,586.1
5.6,53.0
5.6,10.0
6.2,332.3
6.1,30.3
5.6,534.2
5.5,50.9
5.9,43.7
5.9,24.4
5.7,125.2
5.5,33.0
5.6,33.0
5.5,57.8
6.1,171.8
5.8,10.0
5.6,42.1
5.6,10.0
5.5,10.0
6.4,573.4
6.1,33.0
5.6,46.4
5.9,61.8
5.6,95.9
5.6,351.6
7.6,18.1
6.4,27.0
6.0,10.0
5.6,28.7
5.7,62.7
5.5,268.7
6.4,207.6
6.0,158.1
6.1,10.0
5.5,18.8
5.8,0.0
5.5,33.0
5.7,33.9
5.6,46.8
5.8,33.0
5.5,92.4
5.7,33.0
5.8,10.0
5.8,257.2
6.1,113.1
5.7,201.3
5.7,33.0
5.7,33.0
6.0,10.0
5.5,227.8
6.0,33.0
7.3,649.1
5.6,33.0
5.7,460.4
5.5,68.9
7.4,457.4
5.7,103.3
5.7,0.0
6.0,87.8
6.0,52.1
5.5,351.0
6.2,546.5
5.7,50.3
5.5,33.0
6.0,569.6
5.5,67.5
5.7,10.7
5.5,547.6
5.5,608.5
7.0,14.5
5.5,128.5
5.5,10.0
5.9,40.5
6.1,10.0
5.7,33.0
5.7,42.2
5.8,253.6
5.6,118.7
6.0,44.5
7.2,44.4
5.5,33.0
6.5,27.6
5.6,10.0
5.7,33.0
5.9,44.0
5.9,0.0
5.8,44.0
5.5,25.5
5.8,59.4
5.5,26.7
5.9,601.3
5.6,41.1
5.5,156.2
5.5,10.0
5.5,73.4
6.1,10.0
6.8,182.4
5.6,46.1
5.5,33.0
6.1,167.6
5.5,51.7
5.7,0.0
5.7,452.4
5.5,101.3
6.5,149.7
5.5,201.6
5.7,32.5
6.3,582.0
6.0,73.0
6.4,593.2
6.2,10.0
5.5,208.5
6.5,414.1
5.9,16.7
5.5,126.7
6.9,403.1
6.2,8.193
6.1,8.0
5.9,0.0
6.3,414.9
5.7,33.0
5.6,10.0
5.7,10.0
5.7,10.0
5.7,47.4
5.7,11.9
5.6,235.5
5.6,33.0
5.5,33.0
5.5,85.6
5.6,10.0
5.6,10.0
6.0,33.0
5.6,58.0
5.6,10.0
5.9,10.0
6.2,33.0
5.6,10.0
5.5,13.9
5.7,0.0
5.5,29.7
5.5,33.0
5.6,33.0
5.6,10.0
5.5,63.3
5.5,157.7
5.7,10.0
5.9,24.8
6.9,10.0
6.9,10.0
5.6,33.0
5.5,17.5
6.0,18.2
6.1,10.0
5.5,58.7
5.6,33.0
5.5,10.0
6.4,10.0
6.2,10.0
6.0,0.0
6.7,10.0
5.6,10.0
6.4,26.5
5.7,39.3
5.6,55.1
5.6,13.3
5.6,70.9
5.6,22.8
5.5,24.7
7.1,174.4
5.5,33.0
5.5,33.0
5.8,23.8
5.5,33.0
5.6,52.6
5.7,33.0
6.2,33.0
5.6,33.0
6.1,33.0
6.2,46.3
5.8,10.0
5.7,43.1
5.7,40.6
5.5,25.1
6.6,246.6
6.1,22.5
5.7,33.0
6.5,116.8
5.5,37.5
5.7,195.9
6.2,39.1
5.6,10.0
5.7,57.0
6.4,10.0
6.9,23.9
6.1,5.6
5.8,10.0
5.5,32.2
5.7,50.5
5.9,19.9
6.2,63.0
5.5,49.8
5.6,10.0
5.6,25.0
5.6,203.8
6.4,46.6
5.5,10.0
5.6,53.5
5.8,536.3
5.5,575.0
5.5,33.0
5.6,126.3
6.6,33.0
5.7,97.7
5.6,49.2
5.5,10.0
6.7,533.5
5.5,33.0
5.5,48.4
5.6,44.5
5.9,55.3
5.5,469.7
6.2,0.0
5.5,64.7
6.2,10.0
5.6,33.0
6.0,129.2
5.5,10.0
5.5,82.9
5.9,47.4
5.5,574.3
5.5,341.1
5.8,54.9
6.4,25.9
5.8,34.1
5.9,43.9
5.6,33.0
5.6,33.0
5.5,132.2
5.8,10.0
5.5,65.3
5.5,10.0
5.5,10.0
5.9,36.2
7.4,242.3
6.9,46.2
5.5,33.0
6.2,39.8
5.5,33.0
5.6,100.6
5.6,13.1
5.8,19.0
5.8,19.7
5.5,32.5
5.5,107.1
5.5,114.3
5.5,10.0
5.5,172.8
5.5,10.0
5.7,162.8
5.6,10.0
5.8,136.6
5.8,61.7
6.2,57.3
5.8,10.0
5.7,81.0
5.6,224.8
6.4,559.7
5.6,32.5
5.8,10.0
5.8,57.7
5.9,10.0
6.1,33.0
5.6,42.1
6.4,29.0
6.3,118.8
5.7,26.4
5.7,478.3
5.5,621.5
6.0,201.1
5.7,10.0
5.8,33.0
5.9,10.0
6.7,10.0
6.6,4.333
6.1,125.6
5.5,139.9
6.2,10.0
5.7,10.0
5.5,10.0
5.7,647.4
5.5,33.0
6.2,10.0
6.3,10.0
5.5,10.0
6.8,47.6
6.0,10.0
5.7,43.2
5.6,33.0
5.8,33.0
5.5,18.2
5.5,55.3
5.5,29.9
5.7,44.6
5.7,32.7
5.7,40.2
5.5,67.5
5.5,33.0
5.7,33.0
6.1,98.0
5.8,46.2
6.1,44.1
5.9,33.0
5.5,62.9
5.7,49.1
5.6,29.1
5.8,10.0
6.6,21.1
6.0,363.9
6.1,10.0
6.0,75.0
5.9,6.0
5.5,30.5
5.5,14.6
6.3,34.2
5.5,58.0
5.5,56.8
5.8,33.0
5.7,10.0
5.6,10.0
5.6,10.0
5.6,675.6
5.5,25.9
5.7,135.1
6.3,13.0
5.8,11.7
6.1,36.8
6.4,10.0
6.1,31.4
5.5,234.0
5.5,33.0
7.2,128.4
6.0,121.1
5.8,75.7
5.6,33.0
5.7,33.0
5.8,33.0
6.2,192.0
5.5,575.0
5.5,10.0
5.5,33.0
5.5,33.0
5.9,0.0
5.5,55.6
5.7,60.3
6.3,56.4
6.1,33.0
6.2,0.0
5.6,10.0
6.6,153.2
6.6,141.0
5.8,33.0
5.5,33.0
7.1,10.0
5.7,223.1
6.3,49.0
5.5,27.6
5.7,23.9
5.7,0.0
5.5,163.8
5.9,10.0
5.9,10.0
5.6,229.5
5.7,29.3
5.6,44.9
5.9,33.0
5.5,154.8
5.7,111.4
5.6,32.3
5.6,33.6
5.6,515.6
5.5,91.7
5.5,116.1
7.1,104.7
6.3,348.1
5.5,608.5
5.5,66.8
5.5,114.0
7.1,33.0
5.7,43.1
5.7,63.5
6.7,451.4
5.6,450.2
5.6,33.0
6.2,33.0
5.8,229.5
5.9,38.6
5.7,58.2
7.5,202.2
6.4,23.4
6.1,23.7
6.0,10.0
5.8,62.8
6.5,645.8
6.4,33.0
6.8,33.0
6.0,33.0
5.82,9.0
6.1,8.096
5.6,122.3
5.5,10.515999999999998
5.5,29.8
5.5,67.7
5.6,5.955
5.6,50.3
5.9,11.1
5.7,10.0
5.7,17.7
5.5,32.4
5.8,0.0
6.4,10.0
6.2,17.9
6.4,64.5
5.7,35.6
5.7,121.5
5.6,10.0
5.6,0.0
5.8,34.5
6.1,10.0
5.9,10.0
5.6,127.7
5.7,53.2
6.4,91.5
5.6,76.7
5.5,44.3
6.1,0.0
5.9,49.8
6.2,29.4
6.0,33.0
5.7,33.6
6.0,62.9
5.6,53.7
6.2,43.6
6.2,70.5
5.9,544.8
5.6,33.0
6.0,0.0
6.7,33.0
5.5,33.0
5.7,552.6
5.7,26.8
5.6,85.6
5.5,23.6
5.5,42.9
5.8,35.8
6.8,39.3
6.0,22.6
5.8,33.0
5.6,174.3
6.0,10.0
6.0,33.3
5.7,33.0
5.6,33.0
5.8,132.7
5.6,10.0
6.2,32.8
5.7,74.1
5.6,28.0
5.6,11.8
5.5,91.5
5.7,24.6
5.5,662.2
5.7,14.7
6.1,10.0
5.8,10.0
5.6,10.0
6.2,189.1
5.7,44.0
5.5,33.0
5.5,43.1
5.5,35.4
5.9,33.0
6.1,33.5
5.8,27.6
6.3,83.2
6.9,33.0
5.6,33.0
5.6,13.7
5.6,19.6
5.6,10.0
5.9,202.7
6.2,5.0
5.7,121.4
6.1,33.0
5.6,224.0
6.3,10.0
5.8,10.0
5.8,118.0
5.5,42.0
5.5,36.8
6.0,56.5
5.9,0.0
5.7,90.8
5.6,10.0
5.5,44.2
5.6,138.8
5.6,33.0
5.5,42.0
5.5,33.0
5.6,33.0
5.5,146.1
5.7,55.9
5.6,33.0
5.6,33.0
6.3,84.8
5.7,10.0
5.5,10.0
6.0,61.1
5.7,164.9
5.5,10.0
5.8,48.6
6.1,60.0
5.5,43.6
5.6,33.0
6.4,17.1
5.9,33.0
6.7,43.5
5.5,33.0
8.0,33.0
6.4,33.0
5.9,33.0
5.5,29.0
7.4,33.0
6.2,33.0
6.6,33.0
6.3,33.0
5.6,33.0
6.3,33.0
5.7,29.3
6.3,40.1
5.7,33.0
6.2,33.0
5.6,10.0
6.2,33.0
5.7,33.0
5.7,82.2
5.9,47.4
5.5,55.8
5.9,92.1
5.6,71.5
5.5,631.4
6.2,11.8
5.8,33.0
5.7,52.3
5.5,71.1
5.5,640.9
5.5,10.0
5.8,76.7
5.6,54.0
5.6,102.9
5.8,46.7
6.5,10.0
5.6,33.0
5.5,525.3
5.9,544.9
5.6,33.0
6.5,13.4
5.6,33.0
6.7,33.0
6.5,33.0
5.5,33.0
6.7,42.2
5.8,33.0
5.5,33.0
6.4,69.7
5.7,57.0
5.6,52.6
5.5,156.1
5.7,26.2
6.5,45.0
5.5,33.0
6.2,248.5
5.6,36.4
5.6,127.2
6.1,154.9
6.4,166.3
5.7,10.0
5.7,10.0
5.6,33.0
6.2,33.0
5.5,33.0
6.5,468.7
5.6,10.0
5.5,144.5
6.4,10.0
5.9,47.7
6.0,13.8
7.2,37.8
6.2,43.6
6.3,420.0
5.5,27.6
5.9,107.7
5.7,10.0
6.0,33.0
5.9,98.9
7.0,50.7
5.8,212.1
5.6,33.0
5.8,33.0
5.8,5.0
6.1,71.8
6.3,37.7
5.6,33.0
6.0,79.4
7.0,188.4
6.1,33.0
5.6,121.7
5.9,0.0
6.0,10.0
5.6,33.0
5.6,33.0
5.5,108.0
5.6,80.8
5.6,104.0
5.9,260.1
5.6,33.0
6.0,10.0
5.9,33.0
5.8,71.0
5.6,61.5
5.7,26.9
6.6,599.9
6.4,43.1
5.6,46.3
5.9,87.7
5.9,36.6
5.7,10.0
6.2,29.5
5.5,33.0
5.7,10.0
5.5,33.0
5.7,0.0
